WIFI DATA 
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -77
Frequency: 5240
Timestamp: 418881285066


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -48
Frequency: 5260
Timestamp: 418882601427


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -43
Frequency: 5280
Timestamp: 418882784251


SSID: CableBox-0395
BSSID: d8:d7:75:ed:03:9a
ResultLevel: -83
Frequency: 2462
Timestamp: 418880493171


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:73
ResultLevel: -93
Frequency: 5180
Timestamp: 418887986920


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2b
ResultLevel: -85
Frequency: 5180
Timestamp: 418887983449


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -89
Frequency: 2422
Timestamp: 418886317902


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -46
Frequency: 5280
Timestamp: 418889667272


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -52
Frequency: 2432
Timestamp: 418892614545


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -43
Frequency: 2412
Timestamp: 418886016892


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -57
Frequency: 2452
Timestamp: 418887268568


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -79
Frequency: 5240
Timestamp: 418888381777


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -54
Frequency: 5260
Timestamp: 418889564800


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -78
Frequency: 5240
Timestamp: 418888386201


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418889645144


SSID: DIRECT-reC48x Series
BSSID: 86:25:19:77:df:e2
ResultLevel: -87
Frequency: 2437
Timestamp: 418886746234


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -84
Frequency: 2437
Timestamp: 418893716648


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2b
ResultLevel: -89
Frequency: 5180
Timestamp: 418895013090


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418893206732


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -54
Frequency: 5280
Timestamp: 418896834811


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418899377070


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -47
Frequency: 2412
Timestamp: 418893081466


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -57
Frequency: 2452
Timestamp: 418894399689


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -80
Frequency: 5240
Timestamp: 418895460190


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -56
Frequency: 5260
Timestamp: 418896610527


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -78
Frequency: 5240
Timestamp: 418895451791


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -54
Frequency: 5280
Timestamp: 418896813103


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:72
ResultLevel: -86
Frequency: 2462
Timestamp: 418900866757


SSID: ADpKTvsM
BSSID: b8:d9:4d:67:05:76
ResultLevel: -85
Frequency: 2412
Timestamp: 418899658544


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418899840813


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418902774096


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418905313106


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -53
Frequency: 2412
Timestamp: 418899754602


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -60
Frequency: 2452
Timestamp: 418900683086


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -92
Frequency: 5240
Timestamp: 418901697263


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418902655211


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -90
Frequency: 5240
Timestamp: 418901697945


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418902752426


SSID: PrettyFlyforaWiFi_2.4
BSSID: e2:24:c8:36:d8:5d
ResultLevel: -90
Frequency: 2432
Timestamp: 418900108483


SSID: DIRECT-reC48x Series
BSSID: 86:25:19:77:df:e2
ResultLevel: -87
Frequency: 2437
Timestamp: 418900253321


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -85
Frequency: 2437
Timestamp: 418906211101


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -87
Frequency: 2422
Timestamp: 418905811145


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -44
Frequency: 5280
Timestamp: 418908611168


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418911049251


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -51
Frequency: 2412
Timestamp: 418905577590


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418906727428


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -85
Frequency: 5240
Timestamp: 418907530266


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -57
Frequency: 5260
Timestamp: 418908509946


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418907535962


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418908589714


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -85
Frequency: 2437
Timestamp: 418912031549


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418911648200


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -44
Frequency: 5280
Timestamp: 418914448017


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418916985729


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -50
Frequency: 2412
Timestamp: 418911434767


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418912562663


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -85
Frequency: 5240
Timestamp: 418913364925


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -57
Frequency: 5260
Timestamp: 418914244037


SSID: 
BSSID: fa:8f:ca:72:42:64
ResultLevel: -89
Frequency: 2422
Timestamp: 418911607191


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -85
Frequency: 5240
Timestamp: 418913372292


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418914430068


SSID: PrettyFlyforaWiFi_2.4
BSSID: e2:24:c8:36:d8:5d
ResultLevel: -88
Frequency: 2432
Timestamp: 418911890618


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:72
ResultLevel: -87
Frequency: 2462
Timestamp: 418918609950


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -90
Frequency: 2437
Timestamp: 418918102453


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418917725222


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -44
Frequency: 5280
Timestamp: 418920489683


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -51
Frequency: 2432
Timestamp: 418923027269


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -51
Frequency: 2412
Timestamp: 418917738248


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418918411764


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -86
Frequency: 5240
Timestamp: 418919301230


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418920285293


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -86
Frequency: 5240
Timestamp: 418919311745


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418920468337


SSID: CableBox-6FB4
BSSID: 58:90:43:54:6f:ba
ResultLevel: -90
Frequency: 2472
Timestamp: 418918796412


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -86
Frequency: 2437
Timestamp: 418924009126


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -90
Frequency: 2422
Timestamp: 418923708115


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418926225147


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418928762007


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -50
Frequency: 2412
Timestamp: 418923525823


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -65
Frequency: 2452
Timestamp: 418924440691


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418925212853


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -60
Frequency: 5260
Timestamp: 418926123250


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418926202326


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -86
Frequency: 2437
Timestamp: 418929649259


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -87
Frequency: 2422
Timestamp: 418929262123


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -44
Frequency: 5280
Timestamp: 418932061193


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418934396474


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -52
Frequency: 2412
Timestamp: 418929155498


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -62
Frequency: 2452
Timestamp: 418930255217


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -86
Frequency: 5240
Timestamp: 418931049684


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418931959862


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418932039161


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -83
Frequency: 2437
Timestamp: 418935507040


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -89
Frequency: 2422
Timestamp: 418935105583


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418938204598


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418940436862


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -51
Frequency: 2412
Timestamp: 418934987025


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -62
Frequency: 2452
Timestamp: 418936114457


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -86
Frequency: 5240
Timestamp: 418936888384


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -57
Frequency: 5260
Timestamp: 418938000953


SSID: 
BSSID: fa:8f:ca:72:42:64
ResultLevel: -89
Frequency: 2422
Timestamp: 418935059484


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418938183480


************** 

Scanning: Stue

SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -44
Frequency: 5280
Timestamp: 418944041824


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418946580525


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -52
Frequency: 2412
Timestamp: 418940901004


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -64
Frequency: 2452
Timestamp: 418941797309


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418942825879


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -59
Frequency: 5260
Timestamp: 418943838382


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418944020626


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -84
Frequency: 2437
Timestamp: 418947373268


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418947036227


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418949571366


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -49
Frequency: 2432
Timestamp: 418951907829


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -51
Frequency: 2412
Timestamp: 418946976165


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -62
Frequency: 2452
Timestamp: 418947890868


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418948586171


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418949470485


SSID: 
BSSID: fa:8f:ca:72:42:64
ResultLevel: -89
Frequency: 2422
Timestamp: 418947037925


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418949549948


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:73
ResultLevel: -91
Frequency: 5180
Timestamp: 418953826786


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -86
Frequency: 2437
Timestamp: 418952905672


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418952495409


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418955203155


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -49
Frequency: 2432
Timestamp: 418957741224


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -50
Frequency: 2412
Timestamp: 418952299744


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418953330919


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418954195670


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418955102929


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418955182025


SSID: CableBox-6FB4
BSSID: 58:90:43:54:6f:ba
ResultLevel: -89
Frequency: 2472
Timestamp: 418953715646


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -86
Frequency: 2437
Timestamp: 418958621062


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418958226781


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418961244568


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -49
Frequency: 2432
Timestamp: 418963682983


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -50
Frequency: 2412
Timestamp: 418958129052


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -64
Frequency: 2452
Timestamp: 418959052825


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -85
Frequency: 5240
Timestamp: 418960135979


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418961124554


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418961223425


************** 

Scanning: Stue

SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418964440866


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418967081545


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -50
Frequency: 2432
Timestamp: 418969415312


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -52
Frequency: 2412
Timestamp: 418964387499


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -62
Frequency: 2452
Timestamp: 418965299002


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -85
Frequency: 5240
Timestamp: 418966070816


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -59
Frequency: 5260
Timestamp: 418966981561


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418967060515


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:73
ResultLevel: -92
Frequency: 5180
Timestamp: 418971441129


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -84
Frequency: 2437
Timestamp: 418970513528


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -87
Frequency: 2422
Timestamp: 418970121447


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418972718446


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -49
Frequency: 2432
Timestamp: 418975149621


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -50
Frequency: 2412
Timestamp: 418969985388


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418970840472


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418971734682


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418972613262


SSID: 
BSSID: fa:8f:ca:72:42:64
ResultLevel: -88
Frequency: 2422
Timestamp: 418970078353


SSID: 
BSSID: 52:e0:39:70:e3:b2
ResultLevel: -85
Frequency: 5240
Timestamp: 418971741729


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -44
Frequency: 5280
Timestamp: 418972694169


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:72
ResultLevel: -88
Frequency: 2462
Timestamp: 418976676250


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:73
ResultLevel: -91
Frequency: 5180
Timestamp: 418977073976


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -85
Frequency: 2437
Timestamp: 418976048993


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418975640003


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418978551153


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -49
Frequency: 2432
Timestamp: 418981089387


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -51
Frequency: 2412
Timestamp: 418975525466


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418976564284


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -84
Frequency: 5240
Timestamp: 418977361455


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -58
Frequency: 5260
Timestamp: 418978347365


SSID: 
BSSID: fa:8f:ca:72:42:64
ResultLevel: -90
Frequency: 2422
Timestamp: 418975607795


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418978529137


SSID: PrettyFlyforaWiFi_2.4
BSSID: e2:24:c8:36:d8:5d
ResultLevel: -91
Frequency: 2432
Timestamp: 418975818642


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:73
ResultLevel: -90
Frequency: 5180
Timestamp: 418983010447


SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
ResultLevel: -88
Frequency: 2437
Timestamp: 418982075606


SSID: tornebakkepigen
BSSID: 28:9e:fc:08:d3:9a
ResultLevel: -88
Frequency: 2422
Timestamp: 418981635225


SSID: DetLilleHus_5G
BSSID: f0:87:56:19:1a:12
ResultLevel: -45
Frequency: 5280
Timestamp: 418984489717


SSID: DetLilleHus
BSSID: f0:87:56:19:1a:11
ResultLevel: -49
Frequency: 2432
Timestamp: 418986927850


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1c
ResultLevel: -51
Frequency: 2412
Timestamp: 418981370267


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b1
ResultLevel: -63
Frequency: 2452
Timestamp: 418982409849


SSID: Zyxel_E3B1
BSSID: 50:e0:39:70:e3:b2
ResultLevel: -86
Frequency: 5240
Timestamp: 418983376366


SSID: WiFimodem-0117
BSSID: 30:93:bc:b0:01:1d
ResultLevel: -59
Frequency: 5260
Timestamp: 418984286622


SSID: 
BSSID: f2:87:56:99:1a:11
ResultLevel: -45
Frequency: 5280
Timestamp: 418984469137


************** 

Scanning: Stue

SSID: Waoo4920_FDKF
BSSID: 88:41:fc:c6:40:2a
